Artwork_Name,Artist Name,Artist Reputation,Sculpture_Type,Material,Height,Width,Weight,Creation_Year,Artwork_Age,Artist_Alive,Aesthetic_Descriptor,Provenance,Previous_Auction_Price,Price
Renaissance_Elaine_186,Elaine Martin,0.74,Renaissance,,21.0,12.0,,1933,92,No,Polished,Museum Deaccession,1297.97,1906.22
Classical_Shirley_187,Shirley Mendez,0.31,Classical,Clay,3.0,2.0,17.0,1985,40,Yes,Expressive,Inherited Estate,4.14,5.02
Contemporary_Heather_188,Heather Smith,0.96,Contemporary,Clay,10.0,4.0,254.0,1921,104,No,Expressive,Acquired from Artist,4.81,6.16
Modern_Mildred_189,Mildred Sanchez,0.5,Modern,,29.0,20.0,1432756.0,1969,56,Yes,Elegant,Auctioned in New York,5044.36,4745.6
Renaissance_Joseph_190,Joseph Wilkerson,0.81,Renaissance,,46.0,10.0,55040.0,2004,21,Yes,Rustic,Inherited Estate,186.37,206.75
Baroque_Daniel_191,Daniel Blumenfeld,0.59,Baroque,Brass,39.0,6.0,14966.0,1881,144,No,Expressive,Museum Deaccession,55.15,57.19
Minimalist_Mary_192,Mary Cohen,0.66,Minimalist,Aluminium,8.0,4.0,92.0,1936,89,No,Minimal,Auctioned in New York,5.73,6.91
Abstract_Ethel_193,Ethel Allard,0.74,Abstract,,24.0,12.0,,1949,76,No,Elegant,Inherited Estate,2.56,3.28
Baroque_Katrina_194,Katrina Meeks,0.31,Baroque,Brass,5.0,5.0,349.0,1943,82,No,Vibrant,Private Collection,5.85,5.81
Classical_Sean_195,Sean Demetriou,0.22,Classical,Clay,36.0,10.0,3003.0,1940,85,No,Rustic,Museum Deaccession,5.74,5.54
Minimalist_Frank_196,Frank Duncan,0.44,Minimalist,,33.0,11.0,1235.0,1968,57,Yes,Expressive,Private Collection,6.07,6.27
Modern_Gus_197,Gus Johnson,0.44,Modern,Marble,27.0,7.0,204525.0,1959,66,Yes,Vibrant,Gallery Exhibition,212.64,276.87
Contemporary_Rebecca_198,Rebecca Dalphonse,0.26,Contemporary,Aluminium,4.0,3.0,14.0,1922,103,No,Rustic,Auctioned in New York,4.53,6.59
Abstract_Joe_199,Joe Contreras,0.18,Abstract,Brass,11.0,7.0,,2000,25,Yes,Expressive,Acquired from Artist,6.55,6.26
Abstract_Stephen_200,Stephen Teixeira,1.0,Abstract,Bronze,43.0,13.0,43735.0,2020,5,Yes,Vibrant,Private Collection,103.92,115.44
Abstract_Edna_201,Edna Kuster,0.89,Abstract,Bronze,7.0,5.0,403.0,1894,131,No,Rustic,Museum Deaccession,3.49,5.54
Renaissance_Mary_202,Mary Paine,0.08,Renaissance,Marble,20.0,10.0,242733.0,1878,147,No,Polished,Inherited Estate,249.1,252.32
Renaissance_Kimiko_203,Kimiko Navarro,0.36,Renaissance,Bronze,9.0,,,1969,56,Yes,Intricate,Museum Deaccession,5.47,5.74
Renaissance_Tommy_204,Tommy Vargas,0.35,Renaissance,Marble,6.0,4.0,2091.0,2005,20,Yes,Polished,Museum Deaccession,6.28,9.62
Abstract_Michell_205,Michell Kaufman,0.82,Abstract,Aluminium,10.0,4.0,65.0,1851,174,No,Expressive,Gallery Exhibition,2.3,3.07
Contemporary_Adam_206,Adam Taylor,0.27,Contemporary,Clay,58.0,27.0,24675.0,1898,127,No,Elegant,Gallery Exhibition,50.76,56.86
Modern_Scott_207,Scott Bake,0.35,Modern,Stone,44.0,,7940489.0,1920,105,No,Intricate,Auctioned in London,10656.11,16980.47
Modern_Melvin_208,Melvin Edmunds,0.15,Modern,Aluminium,18.0,12.0,753.0,1960,65,Yes,Vibrant,Private Collection,3.5,4.41
Contemporary_Martha_209,Martha Moyer,0.37,Contemporary,Bronze,30.0,,25238.0,1874,151,No,Minimal,Gallery Exhibition,97.47,89.21
Baroque_Matthew_210,Matthew Anderson,0.12,Baroque,,23.0,6.0,128.0,1978,47,Yes,Polished,Gallery Exhibition,6.0,6.45
Baroque_Anne_211,Anne Nath,0.19,Baroque,Clay,7.0,4.0,105.0,1852,173,No,Polished,Auctioned in New York,3.29,4.56
Baroque_Carol_212,Carol Roberson,0.89,Baroque,Brass,50.0,11.0,97829.0,1899,126,No,Minimal,Museum Deaccession,773.89,1005.56
Baroque_Shonna_213,Shonna Johnson,0.43,Baroque,Clay,42.0,18.0,10374.0,1891,134,No,Minimal,Auctioned in New York,14.76,17.87
Minimalist_Sylvia_214,Sylvia Gentry,0.1,Minimalist,Aluminium,20.0,10.0,717.0,1994,31,Yes,Expressive,Museum Deaccession,4.28,5.93
Contemporary_Crystal_215,Crystal Jimenez,0.63,Contemporary,Brass,19.0,6.0,2240.0,1917,108,No,Minimal,Private Collection,8.08,10.21
Minimalist_Mary_216,Mary Hughes,0.26,Minimalist,Brass,15.0,8.0,4722.0,1900,125,No,Vibrant,Acquired from Artist,4.68,6.31
Contemporary_Jackie_217,Jackie Spain,0.16,Contemporary,Marble,9.0,4.0,,1908,117,No,Rustic,Acquired from Artist,10.75,10.81
Minimalist_Sterling_218,Sterling Gonzalez,0.58,Minimalist,Brass,3.0,2.0,36.0,1913,112,No,Expressive,Gallery Exhibition,3.84,4.39
Classical_David_219,David Day,,Classical,,10.0,4.0,5240.0,2016,9,Yes,Polished,Auctioned in New York,5.49,5.35
Classical_Scott_220,Scott Armstrong,0.54,Classical,Wood,10.0,4.0,71.0,1881,144,No,Vibrant,Gallery Exhibition,6.17,6.19
Minimalist_Dessie_221,Dessie Wade,,Minimalist,Marble,4.0,,,1942,83,No,Polished,Museum Deaccession,3.82,4.68
Baroque_Helen_222,Helen Coughlin,0.42,Baroque,Stone,42.0,9.0,2202536.0,1886,139,No,Elegant,Inherited Estate,6517.13,8910.21
Minimalist_Elizabeth_223,Elizabeth Mcdaniel,0.72,Minimalist,Clay,12.0,7.0,337.0,1888,137,No,Expressive,Museum Deaccession,5.74,6.28
Minimalist_Dorothy_224,Dorothy Suggs,0.46,Minimalist,Marble,40.0,,4835604.0,1968,57,Yes,Vibrant,Auctioned in London,24417.12,24069.16
Minimalist_James_225,James Cruz,0.3,Minimalist,Wood,,9.0,301.0,1850,175,No,Vibrant,Acquired from Artist,1.92,3.15
Minimalist_James_226,James Schulist,,Minimalist,Wood,22.0,13.0,715.0,2008,17,Yes,Expressive,Gallery Exhibition,2.02,3.06
Minimalist_Dorothy_227,Dorothy Degeorge,0.77,Minimalist,Wood,,,219.0,1861,164,No,Vibrant,Inherited Estate,2.77,3.28
Abstract_Shirley_228,Shirley Dupree,0.42,Abstract,Wood,20.0,9.0,331.0,1870,155,No,Minimal,Auctioned in London,5.15,5.96
Classical_Rebecca_229,Rebecca Gaters,0.42,Classical,Marble,20.0,8.0,54822.0,2005,20,Yes,Minimal,Museum Deaccession,47.35,47.39
Minimalist_Marilyn_230,Marilyn Palmer,0.0,Minimalist,Aluminium,6.0,4.0,79.0,1931,94,No,Polished,Gallery Exhibition,3.63,3.8
Baroque_Lisa_231,Lisa Tuttle,0.15,Baroque,Marble,46.0,19.0,3192344.0,1918,107,No,Elegant,Inherited Estate,2776.63,2802.14
Baroque_Brenda_232,Brenda Mancha,0.64,Baroque,Aluminium,42.0,24.0,6497.0,1987,38,Yes,Polished,Inherited Estate,26.92,25.95
Contemporary_Mildred_233,Mildred Johnston,0.6,Contemporary,Aluminium,15.0,7.0,329.0,2008,17,Yes,Elegant,Private Collection,3.81,5.1
Minimalist_Eric_234,Eric Lecky,0.09,Minimalist,Wood,,11.0,,1889,136,No,Elegant,Gallery Exhibition,5.44,6.06
Classical_Sarah_235,Sarah Vincent,0.68,Classical,Marble,23.0,17.0,252208.0,2013,12,Yes,Polished,Private Collection,1900.55,1904.42
Baroque_Courtney_236,Courtney Applin,0.41,Baroque,Stone,36.0,11.0,2000665.0,1875,150,No,Vibrant,Auctioned in New York,5736.66,8564.29
Abstract_Brian_237,Brian Harris,0.76,Abstract,Marble,24.0,12.0,403462.0,1944,81,No,Intricate,Acquired from Artist,1971.71,2227.26
Contemporary_Mark_238,Mark Williams,0.18,Contemporary,Bronze,11.0,8.0,2065.0,1906,119,No,Expressive,Auctioned in London,5.07,5.36
Modern_Joshua_239,Joshua Owens,0.24,Modern,Aluminium,28.0,11.0,896.0,1854,171,No,Expressive,Private Collection,3.58,3.83
Baroque_Betty_240,Betty Brown,0.07,Baroque,Clay,38.0,21.0,12953.0,1875,150,No,Intricate,Auctioned in New York,5.38,7.08
Modern_David_241,David Mcfadden,0.13,Modern,Bronze,9.0,5.0,,1890,135,No,Polished,Private Collection,4.04,4.3
Minimalist_Shirley_242,Shirley Jares,0.06,Minimalist,Stone,13.0,7.0,39956.0,1850,175,No,Vibrant,Inherited Estate,54.51,56.62
Classical_Maxine_243,Maxine Christopher,0.59,Classical,,7.0,5.0,120.0,1987,38,Yes,Minimal,Auctioned in New York,4.0,4.01
Baroque_Nancy_244,Nancy Stanton,0.4,Baroque,Marble,4.0,3.0,226.0,1939,86,No,Rustic,Private Collection,4.16,5.19
Modern_Maryjane_245,Maryjane Hudson,0.05,Modern,Wood,23.0,10.0,151.0,1972,53,Yes,Polished,Auctioned in London,4.96,6.26
Abstract_Dorothy_246,Dorothy Kubie,,Abstract,Stone,51.0,,23972911.0,1906,119,No,Rustic,Acquired from Artist,60580.54,68090.98
Modern_Irene_247,Irene Bruns,0.27,Modern,Bronze,17.0,7.0,,1948,77,No,Intricate,Gallery Exhibition,7.63,8.21
Contemporary_Thomas_248,Thomas Gritton,0.37,Contemporary,,9.0,,,1884,141,No,Intricate,Auctioned in London,2.99,4.41
Abstract_Harley_249,Harley Nelson,0.0,Abstract,Marble,31.0,16.0,1641621.0,2003,22,Yes,Polished,Auctioned in London,1209.47,1181.16
Abstract_Louie_250,Louie Womble,0.16,Abstract,Marble,20.0,7.0,26330.0,2000,25,Yes,Minimal,Acquired from Artist,39.21,45.1
Minimalist_Nancy_251,Nancy Dietzel,0.63,Minimalist,Brass,7.0,5.0,710.0,1931,94,No,Intricate,Inherited Estate,7.13,6.61
Contemporary_Edward_252,Edward Moreau,,Contemporary,Wood,13.0,,99.0,1893,132,No,Expressive,Auctioned in New York,4.15,5.01
Renaissance_David_253,David Hickling,0.1,Renaissance,Wood,18.0,15.0,,1905,120,No,Expressive,Museum Deaccession,5.17,6.43
Minimalist_Heather_254,Heather Price,0.58,Minimalist,Wood,,16.0,913.0,2014,11,Yes,Intricate,Gallery Exhibition,5.99,6.08
Contemporary_Allen_255,Allen Bradley,,Contemporary,Marble,,17.0,2427691.0,1962,63,Yes,Elegant,Gallery Exhibition,19032.36,17547.88
Baroque_Trey_256,Trey Manship,0.18,Baroque,Aluminium,17.0,6.0,643.0,1858,167,No,Expressive,Museum Deaccession,5.33,6.84
Modern_Tiffany_257,Tiffany Mercardo,0.22,Modern,Brass,11.0,6.0,619.0,1933,92,No,Intricate,Private Collection,3.98,3.63
Minimalist_Sara_258,Sara Edwards,0.01,Minimalist,Wood,28.0,10.0,591.0,1925,100,No,Rustic,Private Collection,4.85,5.57
Minimalist_Lee_259,Lee Young,0.65,Minimalist,Wood,14.0,8.0,163.0,1915,110,No,Minimal,Inherited Estate,2.7,3.14
Contemporary_Denise_260,Denise Freeman,0.33,Contemporary,Stone,31.0,9.0,898942.0,1914,111,No,Polished,Acquired from Artist,2814.87,2903.96
Classical_Evalyn_261,Evalyn Warner,,Classical,Marble,7.0,,4113.0,1992,33,Yes,Intricate,Acquired from Artist,18.63,20.84
Abstract_Rosemary_262,Rosemary Corn,0.44,Abstract,Aluminium,47.0,16.0,3829.0,1885,140,No,Vibrant,Auctioned in London,6.69,8.16
Baroque_David_263,David Hipple,,Baroque,Wood,16.0,8.0,258.0,2005,20,Yes,Expressive,Auctioned in New York,3.06,3.05
Baroque_Steven_264,Steven Thomas,0.62,Baroque,Brass,28.0,9.0,20185.0,1916,109,No,Vibrant,Auctioned in New York,19.62,25.68
Contemporary_Mary_265,Mary Martin,0.41,Contemporary,Wood,28.0,16.0,,1898,127,No,Intricate,Inherited Estate,2.44,3.13
Modern_Thelma_266,Thelma Provost,0.52,Modern,,9.0,5.0,441.0,2016,9,Yes,Rustic,Auctioned in New York,3.6,5.28
Modern_Clark_267,Clark Pagan,0.34,Modern,Bronze,29.0,19.0,51019.0,2010,15,Yes,Rustic,Auctioned in London,88.89,111.54
Modern_Donald_268,Donald Tarantino,0.9,Modern,Clay,38.0,22.0,22025.0,1951,74,Yes,Polished,Acquired from Artist,217.52,205.8
Contemporary_Denise_269,Denise Lamark,,Contemporary,Marble,36.0,23.0,1314125.0,1891,134,No,Intricate,Private Collection,1352.04,1368.62
Abstract_David_270,David Payne,0.28,Abstract,,7.0,4.0,113.0,1920,105,No,Vibrant,Private Collection,5.24,5.2
Minimalist_Shannon_271,Shannon Thompson,0.03,Minimalist,Brass,3.0,2.0,,1999,26,Yes,Expressive,Inherited Estate,3.91,5.96
Modern_Arthur_272,Arthur Villagomez,0.65,Modern,,6.0,5.0,4928.0,1882,143,No,Expressive,Acquired from Artist,25.08,31.52
Contemporary_Keith_273,Keith Olmstead,0.58,Contemporary,Brass,13.0,6.0,2933.0,1966,59,Yes,Elegant,Private Collection,6.46,6.02
Renaissance_James_274,James Berry,0.81,Renaissance,Wood,9.0,4.0,70.0,1897,128,No,Polished,Inherited Estate,4.88,6.37
Minimalist_Lois_275,Lois Sutherland,0.19,Minimalist,,23.0,6.0,7533.0,1936,89,No,Minimal,Private Collection,16.02,15.25
Modern_Duane_276,Duane Arroliga,0.22,Modern,Bronze,32.0,12.0,11192.0,1985,40,Yes,Intricate,Auctioned in New York,6.77,9.89
Contemporary_Guy_277,Guy Quiroz,0.82,Contemporary,Bronze,25.0,8.0,7384.0,1884,141,No,Polished,Auctioned in New York,14.54,21.68
Abstract_Maria_278,Maria Disney,0.49,Abstract,,32.0,19.0,30968.0,1921,104,No,Expressive,Gallery Exhibition,94.18,94.79
Contemporary_Juan_279,Juan Dabney,0.28,Contemporary,Stone,23.0,11.0,736707.0,1870,155,No,Intricate,Gallery Exhibition,307.67,475.61
Abstract_Thelma_280,Thelma Held,,Abstract,Marble,20.0,16.0,460784.0,2017,8,Yes,Intricate,Museum Deaccession,1697.73,2098.62
Renaissance_Janet_281,Janet Sager,0.08,Renaissance,Bronze,62.0,17.0,145936.0,2014,11,Yes,Rustic,Inherited Estate,104.27,139.18
Baroque_Mose_282,Mose Fuller,0.33,Baroque,Stone,8.0,4.0,2548.0,2010,15,Yes,Rustic,Gallery Exhibition,9.51,10.14
Minimalist_Audrey_283,Audrey Keene,0.39,Minimalist,Marble,15.0,6.0,30515.0,1855,170,No,Rustic,Museum Deaccession,25.78,37.73
Renaissance_Shirley_284,Shirley Stewart,0.54,Renaissance,Marble,33.0,16.0,1880789.0,2019,6,Yes,Vibrant,Acquired from Artist,6891.16,9728.85
Classical_Barbara_285,Barbara Wilson,0.12,Classical,Marble,19.0,7.0,109618.0,1854,171,No,Expressive,Gallery Exhibition,90.58,83.45
Classical_Maurice_286,Maurice Hilliard,0.49,Classical,Wood,5.0,,35.0,1916,109,No,Intricate,Private Collection,4.2,4.55
Renaissance_Lori_287,Lori Mcneill,,Renaissance,Aluminium,39.0,,717.0,1911,114,No,Intricate,Museum Deaccession,6.72,6.48
Minimalist_Bernice_288,Bernice Powell,,Minimalist,Stone,6.0,4.0,3513.0,1945,80,No,Expressive,Auctioned in London,11.16,11.23
Classical_Mary_289,Mary Wake,0.96,Classical,Wood,18.0,7.0,123.0,1931,94,No,Expressive,Gallery Exhibition,3.89,4.28
Classical_Robert_290,Robert Franks,0.72,Classical,Aluminium,11.0,7.0,277.0,1873,152,No,Polished,Acquired from Artist,3.61,5.07
Contemporary_Don_291,Don Webster,0.64,Contemporary,Stone,38.0,20.0,11196264.0,1960,65,Yes,Intricate,Inherited Estate,11704.31,16819.89
Contemporary_Ahmed_292,Ahmed Mitchell,0.02,Contemporary,Aluminium,36.0,19.0,5073.0,2019,6,Yes,Polished,Museum Deaccession,6.63,7.5
Modern_Richard_293,Richard Rogers,0.77,Modern,Brass,17.0,12.0,15355.0,1864,161,No,Polished,Acquired from Artist,66.47,70.87
Classical_Margaret_294,Margaret Roden,,Classical,Clay,33.0,,5995.0,1884,141,No,Polished,Auctioned in New York,9.62,13.32
Baroque_Dianne_295,Dianne Edgar,0.48,Baroque,Brass,24.0,,9384.0,1886,139,No,Intricate,Gallery Exhibition,46.14,48.9
Baroque_David_296,David Sokolsky,,Baroque,Wood,15.0,6.0,137.0,1984,41,Yes,Elegant,Museum Deaccession,4.52,5.78
Minimalist_Alberta_297,Alberta Rivera,0.61,Minimalist,,37.0,20.0,,1853,172,No,Minimal,Auctioned in New York,100.32,136.35
Contemporary_Larry_298,Larry Mcdonald,0.41,Contemporary,Stone,14.0,7.0,94548.0,1856,169,No,Minimal,Private Collection,297.94,448.0
Minimalist_James_299,James Richardt,0.5,Minimalist,Aluminium,,,398.0,1906,119,No,Expressive,Museum Deaccession,3.73,4.54
Contemporary_Lisa_300,Lisa Allen,0.79,Contemporary,Marble,5.0,4.0,1316.0,1913,112,No,Elegant,Acquired from Artist,4.28,6.89
Contemporary_Lenora_301,Lenora Gilkerson,0.41,Contemporary,Bronze,30.0,12.0,17246.0,1894,131,No,Polished,Museum Deaccession,5.65,8.11
Classical_Clara_302,Clara Weller,,Classical,,3.0,3.0,12.0,1962,63,Yes,Rustic,Inherited Estate,6.15,6.49
Renaissance_Helen_303,Helen Wynn,0.46,Renaissance,Stone,26.0,9.0,648821.0,1960,65,Yes,Expressive,Acquired from Artist,819.88,1047.38
Renaissance_Marvin_304,Marvin Wright,0.4,Renaissance,Clay,39.0,26.0,16388.0,2004,21,Yes,Intricate,Auctioned in New York,60.01,99.83
Classical_Christina_305,Christina Forrest,0.34,Classical,Aluminium,8.0,4.0,109.0,2016,9,Yes,Intricate,Auctioned in New York,2.21,3.59
Classical_Sandra_306,Sandra Bowman,0.31,Classical,Clay,11.0,,,1908,117,No,Minimal,Gallery Exhibition,2.73,3.95
Minimalist_Lawrence_307,Lawrence Soledad,0.16,Minimalist,Marble,34.0,7.0,243265.0,1875,150,No,Intricate,Auctioned in London,131.14,171.37
Modern_Andrea_308,Andrea Byrd,0.31,Modern,Brass,23.0,,18687.0,2015,10,Yes,Polished,Private Collection,40.23,41.35
Minimalist_Bert_309,Bert Ortega,,Minimalist,,36.0,18.0,5284901.0,2016,9,Yes,Vibrant,Gallery Exhibition,16827.19,17380.45
Contemporary_Patrick_310,Patrick Rivera,0.36,Contemporary,Wood,48.0,28.0,2975.0,1868,157,No,Elegant,Museum Deaccession,5.62,6.66
Minimalist_Concetta_311,Concetta Medina,0.27,Minimalist,,28.0,13.0,2223.0,1871,154,No,Minimal,Gallery Exhibition,5.35,6.03
Baroque_Johnny_312,Johnny Krings,0.79,Baroque,Brass,35.0,11.0,31917.0,1998,27,Yes,Elegant,Inherited Estate,148.28,145.44
Abstract_Leona_313,Leona Fong,0.46,Abstract,Marble,17.0,10.0,185865.0,1966,59,Yes,Intricate,Auctioned in New York,628.6,678.53
Contemporary_Juan_314,Juan Saska,0.41,Contemporary,Brass,61.0,,,1888,137,No,Rustic,Inherited Estate,400.49,404.27
Baroque_Dean_315,Dean Bento,0.22,Baroque,Aluminium,28.0,13.0,1690.0,2018,7,Yes,Minimal,Gallery Exhibition,4.54,4.3
Baroque_Laura_316,Laura Lonon,0.03,Baroque,Wood,7.0,4.0,46.0,1986,39,Yes,Rustic,Inherited Estate,3.36,3.73
Modern_Francisco_317,Francisco Epstein,0.91,Modern,Aluminium,21.0,11.0,814.0,2005,20,Yes,Expressive,Museum Deaccession,4.44,5.11
Baroque_Harvey_318,Harvey Jones,,Baroque,,30.0,10.0,646331.0,1889,136,No,Intricate,Acquired from Artist,3468.78,3765.51
Renaissance_Marlene_319,Marlene Winkle,0.79,Renaissance,Aluminium,4.0,3.0,40.0,1939,86,No,Intricate,Auctioned in London,3.93,4.89
Renaissance_Garnet_320,Garnet Ramsey,0.87,Renaissance,,5.0,3.0,144.0,1961,64,Yes,Vibrant,Gallery Exhibition,5.57,5.98
Contemporary_Melvin_321,Melvin Taylor,0.3,Contemporary,Clay,9.0,5.0,311.0,1963,62,Yes,Elegant,Auctioned in New York,6.45,6.87
Abstract_Elvira_322,Elvira Holland,0.92,Abstract,,,9.0,518773.0,1880,145,No,Elegant,Museum Deaccession,1195.91,1404.97
Classical_Elizabeth_323,Elizabeth Ross,0.1,Classical,Stone,37.0,,,1968,57,Yes,Minimal,Gallery Exhibition,7543.44,7976.46
Baroque_Cherish_324,Cherish Robinson,0.59,Baroque,Bronze,17.0,6.0,,1890,135,No,Intricate,Auctioned in New York,18.76,21.47
Minimalist_Daniel_325,Daniel Shoemake,0.5,Minimalist,Brass,18.0,6.0,5423.0,1967,58,Yes,Expressive,Auctioned in New York,43.7,42.62
Classical_Thomas_326,Thomas Vazquez,0.62,Classical,Stone,15.0,7.0,29259.0,1857,168,No,Polished,Auctioned in London,101.19,98.68
Minimalist_Orlando_327,Orlando Bergeron,0.96,Minimalist,Marble,28.0,11.0,437435.0,2004,21,Yes,Minimal,Auctioned in New York,935.99,864.8
Abstract_Alexander_328,Alexander Roland,0.04,Abstract,,42.0,15.0,4408968.0,1957,68,Yes,Vibrant,Inherited Estate,2011.15,3121.58
Minimalist_Robert_329,Robert Salvador,,Minimalist,Clay,33.0,,6297.0,1916,109,No,Elegant,Acquired from Artist,21.64,21.75
Abstract_Jane_330,Jane Burke,0.44,Abstract,Aluminium,23.0,8.0,819.0,2006,19,Yes,Elegant,Inherited Estate,4.68,5.64
Classical_Benjamin_331,Benjamin Young,0.72,Classical,Stone,9.0,5.0,6949.0,1900,125,No,Minimal,Museum Deaccession,52.48,57.9
Modern_David_332,David Delacruz,0.82,Modern,Aluminium,4.0,3.0,41.0,1935,90,No,Vibrant,Private Collection,3.61,4.54
Baroque_Kari_333,Kari Williams,0.53,Baroque,Wood,40.0,25.0,2288.0,1980,45,Yes,Vibrant,Auctioned in New York,4.82,5.84
Classical_Merle_334,Merle Jones,0.55,Classical,,3.0,2.0,5.0,1855,170,No,Minimal,Private Collection,6.64,6.19
Minimalist_Raymond_335,Raymond Macri,0.39,Minimalist,Bronze,36.0,10.0,6152.0,2020,5,Yes,Polished,Acquired from Artist,12.08,11.69
Contemporary_Maria_336,Maria Brescia,0.14,Contemporary,Marble,48.0,10.0,1269039.0,1917,108,No,Intricate,Private Collection,1732.78,1745.31
Baroque_Thomas_337,Thomas Olague,0.75,Baroque,Brass,16.0,8.0,7471.0,1986,39,Yes,Expressive,Private Collection,49.03,62.82
Classical_Mildred_338,Mildred Parr,0.45,Classical,Wood,10.0,5.0,58.0,1971,54,Yes,Polished,Museum Deaccession,4.28,6.55
Renaissance_Tracy_339,Tracy Wilham,,Renaissance,Aluminium,5.0,4.0,63.0,1926,99,No,Vibrant,Museum Deaccession,3.13,3.63
Modern_Matthew_340,Matthew Jaeger,0.39,Modern,Marble,32.0,13.0,731099.0,1873,152,No,Minimal,Private Collection,1485.57,1707.26
Renaissance_Verna_341,Verna Richardson,0.47,Renaissance,Aluminium,20.0,8.0,696.0,1938,87,No,Vibrant,Museum Deaccession,4.62,6.22
Modern_Richard_342,Richard Nunez,0.51,Modern,Clay,41.0,15.0,,1901,124,No,Elegant,Auctioned in New York,8.69,10.31
Contemporary_Kelly_343,Kelly Kelley,0.38,Contemporary,,34.0,11.0,1828191.0,1911,114,No,Elegant,Private Collection,2712.98,3961.16
Classical_Joseph_344,Joseph Jones,0.57,Classical,Aluminium,13.0,7.0,467.0,1897,128,No,Elegant,Auctioned in London,3.61,3.63
Contemporary_Jacob_345,Jacob Siebert,0.57,Contemporary,Bronze,17.0,7.0,3565.0,1932,93,No,Expressive,Gallery Exhibition,21.05,26.09
Renaissance_Leora_346,Leora Banks,0.39,Renaissance,Bronze,25.0,9.0,8020.0,1917,108,No,Minimal,Private Collection,4.95,5.07
Baroque_William_347,William Ligon,0.71,Baroque,Bronze,7.0,4.0,243.0,2007,18,Yes,Intricate,Auctioned in London,5.01,6.18
Modern_Mary_348,Mary Rombough,0.68,Modern,,42.0,33.0,150750.0,2014,11,Yes,Expressive,Private Collection,300.42,331.59
Classical_Jillian_349,Jillian Hicks,0.66,Classical,Stone,33.0,8.0,558197.0,1853,172,No,Vibrant,Private Collection,978.83,1139.14
Modern_Victor_350,Victor Ragle,0.9,Modern,Aluminium,13.0,7.0,198.0,1891,134,No,Elegant,Auctioned in London,3.46,5.05
Baroque_Thomas_351,Thomas Hall,0.3,Baroque,Marble,9.0,4.0,4983.0,1937,88,No,Intricate,Auctioned in London,20.15,19.74
Baroque_William_352,William Harrington,0.36,Baroque,Stone,30.0,8.0,246282.0,1861,164,No,Minimal,Auctioned in London,99.71,98.89
Contemporary_Jeremiah_353,Jeremiah Sickles,0.44,Contemporary,Stone,10.0,4.0,,1860,165,No,Vibrant,Private Collection,8.88,12.37
Classical_Lois_354,Lois Ashbrook,0.33,Classical,Bronze,16.0,,3563.0,1879,146,No,Minimal,Private Collection,5.54,8.48
Contemporary_Juan_355,Juan Mcconkey,0.96,Contemporary,Brass,28.0,19.0,62334.0,1912,113,No,Intricate,Museum Deaccession,655.54,820.24
Modern_Stephen_356,Stephen Fichter,0.52,Modern,Stone,32.0,12.0,1764910.0,1931,94,No,Elegant,Museum Deaccession,5855.58,5471.93
Baroque_Timothy_357,Timothy Braunstein,0.14,Baroque,Marble,5.0,4.0,1298.0,1916,109,No,Vibrant,Auctioned in London,2.86,3.82
Renaissance_Michael_358,Michael Dunnigan,0.22,Renaissance,Clay,22.0,13.0,2277.0,1909,116,No,Rustic,Acquired from Artist,6.76,7.12
Minimalist_Mary_359,Mary Bostwick,0.35,Minimalist,Bronze,14.0,6.0,2851.0,1923,102,No,Rustic,Private Collection,2.82,3.61
Modern_Pamela_360,Pamela Reynolds,0.18,Modern,Wood,15.0,,161.0,1965,60,Yes,Expressive,Museum Deaccession,3.29,3.89
Modern_Alice_361,Alice Guerriero,,Modern,Marble,18.0,10.0,144581.0,1896,129,No,Vibrant,Museum Deaccession,98.63,116.27
Baroque_Mary_362,Mary Clemens,,Baroque,Aluminium,30.0,7.0,,1858,167,No,Vibrant,Inherited Estate,5.71,6.07
Minimalist_Jennifer_363,Jennifer Spencer,0.22,Minimalist,Stone,15.0,8.0,151666.0,1895,130,No,Rustic,Private Collection,364.93,366.64
Renaissance_Mary_364,Mary White,0.32,Renaissance,Bronze,9.0,5.0,834.0,1866,159,No,Rustic,Inherited Estate,5.37,6.94
Baroque_Edna_365,Edna Glover,0.16,Baroque,Wood,22.0,16.0,484.0,2003,22,Yes,Minimal,Acquired from Artist,5.42,6.28
Renaissance_Ruby_366,Ruby Chitty,0.4,Renaissance,Bronze,12.0,6.0,858.0,1946,79,No,Expressive,Inherited Estate,3.7,4.99
Classical_James_367,James Owens,,Classical,,,20.0,12496971.0,1879,146,No,Elegant,Museum Deaccession,53705.9,63110.87
Baroque_Neil_368,Neil Scott,0.35,Baroque,,36.0,17.0,2932282.0,1899,126,No,Polished,Acquired from Artist,5355.75,7160.97
